,season,race,round,driver_number,driver_name,finishing_position,meeting_key
0,2023,bahrain grand prix,1,33,Max Verstappen,1,1141
1,2023,bahrain grand prix,1,11,Sergio Pérez,2,1141
2,2023,bahrain grand prix,1,14,Fernando Alonso,3,1141
3,2023,bahrain grand prix,1,55,Carlos Sainz,4,1141
4,2023,bahrain grand prix,1,44,Lewis Hamilton,5,1141
5,2023,bahrain grand prix,1,18,Lance Stroll,6,1141
6,2023,bahrain grand prix,1,63,George Russell,7,1141
7,2023,bahrain grand prix,1,77,Valtteri Bottas,8,1141
8,2023,bahrain grand prix,1,10,Pierre Gasly,9,1141
9,2023,bahrain grand prix,1,23,Alexander Albon,10,1141
10,2023,bahrain grand prix,1,22,Yuki Tsunoda,11,1141
11,2023,bahrain grand prix,1,2,Logan Sargeant,12,1141
12,2023,bahrain grand prix,1,20,Kevin Magnussen,13,1141
13,2023,bahrain grand prix,1,21,Nyck de Vries,14,1141
14,2023,bahrain grand prix,1,27,Nico Hülkenberg,15,1141
15,2023,bahrain grand prix,1,24,Guanyu Zhou,16,1141
16,2023,bahrain grand prix,1,4,Lando Norris,17,1141
17,2023,bahrain grand prix,1,31,Esteban Ocon,18,1141
18,2023,bahrain grand prix,1,16,Charles Leclerc,19,1141
19,2023,bahrain grand prix,1,81,Oscar Piastri,20,1141
20,2023,saudi arabian grand prix,2,11,Sergio Pérez,1,1142
21,2023,saudi arabian grand prix,2,33,Max Verstappen,2,1142
22,2023,saudi arabian grand prix,2,14,Fernando Alonso,3,1142
23,2023,saudi arabian grand prix,2,63,George Russell,4,1142
24,2023,saudi arabian grand prix,2,44,Lewis Hamilton,5,1142
25,2023,saudi arabian grand prix,2,55,Carlos Sainz,6,1142
26,2023,saudi arabian grand prix,2,16,Charles Leclerc,7,1142
27,2023,saudi arabian grand prix,2,31,Esteban Ocon,8,1142
28,2023,saudi arabian grand prix,2,10,Pierre Gasly,9,1142
29,2023,saudi arabian grand prix,2,20,Kevin Magnussen,10,1142
30,2023,saudi arabian grand prix,2,22,Yuki Tsunoda,11,1142
31,2023,saudi arabian grand prix,2,27,Nico Hülkenberg,12,1142
32,2023,saudi arabian grand prix,2,24,Guanyu Zhou,13,1142
33,2023,saudi arabian grand prix,2,21,Nyck de Vries,14,1142
34,2023,saudi arabian grand prix,2,81,Oscar Piastri,15,1142
35,2023,saudi arabian grand prix,2,2,Logan Sargeant,16,1142
36,2023,saudi arabian grand prix,2,4,Lando Norris,17,1142
37,2023,saudi arabian grand prix,2,77,Valtteri Bottas,18,1142
38,2023,saudi arabian grand prix,2,23,Alexander Albon,19,1142
39,2023,saudi arabian grand prix,2,18,Lance Stroll,20,1142
40,2023,australian grand prix,3,33,Max Verstappen,1,1143
41,2023,australian grand prix,3,44,Lewis Hamilton,2,1143
42,2023,australian grand prix,3,14,Fernando Alonso,3,1143
43,2023,australian grand prix,3,18,Lance Stroll,4,1143
44,2023,australian grand prix,3,11,Sergio Pérez,5,1143
45,2023,australian grand prix,3,4,Lando Norris,6,1143
46,2023,australian grand prix,3,27,Nico Hülkenberg,7,1143
47,2023,australian grand prix,3,81,Oscar Piastri,8,1143
48,2023,australian grand prix,3,24,Guanyu Zhou,9,1143
49,2023,australian grand prix,3,22,Yuki Tsunoda,10,1143
50,2023,australian grand prix,3,77,Valtteri Bottas,11,1143
51,2023,australian grand prix,3,55,Carlos Sainz,12,1143
52,2023,australian grand prix,3,10,Pierre Gasly,13,1143
53,2023,australian grand prix,3,31,Esteban Ocon,14,1143
54,2023,australian grand prix,3,21,Nyck de Vries,15,1143
55,2023,australian grand prix,3,2,Logan Sargeant,16,1143
56,2023,australian grand prix,3,20,Kevin Magnussen,17,1143
57,2023,australian grand prix,3,63,George Russell,18,1143
58,2023,australian grand prix,3,23,Alexander Albon,19,1143
59,2023,australian grand prix,3,16,Charles Leclerc,20,1143
60,2023,azerbaijan grand prix,4,11,Sergio Pérez,1,1207
61,2023,azerbaijan grand prix,4,33,Max Verstappen,2,1207
62,2023,azerbaijan grand prix,4,16,Charles Leclerc,3,1207
63,2023,azerbaijan grand prix,4,14,Fernando Alonso,4,1207
64,2023,azerbaijan grand prix,4,55,Carlos Sainz,5,1207
65,2023,azerbaijan grand prix,4,44,Lewis Hamilton,6,1207
66,2023,azerbaijan grand prix,4,18,Lance Stroll,7,1207
67,2023,azerbaijan grand prix,4,63,George Russell,8,1207
68,2023,azerbaijan grand prix,4,4,Lando Norris,9,1207
69,2023,azerbaijan grand prix,4,22,Yuki Tsunoda,10,1207
70,2023,azerbaijan grand prix,4,81,Oscar Piastri,11,1207
71,2023,azerbaijan grand prix,4,23,Alexander Albon,12,1207
72,2023,azerbaijan grand prix,4,20,Kevin Magnussen,13,1207
73,2023,azerbaijan grand prix,4,10,Pierre Gasly,14,1207
74,2023,azerbaijan grand prix,4,31,Esteban Ocon,15,1207
75,2023,azerbaijan grand prix,4,2,Logan Sargeant,16,1207
76,2023,azerbaijan grand prix,4,27,Nico Hülkenberg,17,1207
77,2023,azerbaijan grand prix,4,77,Valtteri Bottas,18,1207
78,2023,azerbaijan grand prix,4,24,Guanyu Zhou,19,1207
79,2023,azerbaijan grand prix,4,21,Nyck de Vries,20,1207
80,2023,miami grand prix,5,33,Max Verstappen,1,1208
81,2023,miami grand prix,5,11,Sergio Pérez,2,1208
82,2023,miami grand prix,5,14,Fernando Alonso,3,1208
83,2023,miami grand prix,5,63,George Russell,4,1208
84,2023,miami grand prix,5,55,Carlos Sainz,5,1208
85,2023,miami grand prix,5,44,Lewis Hamilton,6,1208
86,2023,miami grand prix,5,16,Charles Leclerc,7,1208
87,2023,miami grand prix,5,10,Pierre Gasly,8,1208
88,2023,miami grand prix,5,31,Esteban Ocon,9,1208
89,2023,miami grand prix,5,20,Kevin Magnussen,10,1208
90,2023,miami grand prix,5,22,Yuki Tsunoda,11,1208
91,2023,miami grand prix,5,18,Lance Stroll,12,1208
92,2023,miami grand prix,5,77,Valtteri Bottas,13,1208
93,2023,miami grand prix,5,23,Alexander Albon,14,1208
94,2023,miami grand prix,5,27,Nico Hülkenberg,15,1208
95,2023,miami grand prix,5,24,Guanyu Zhou,16,1208
96,2023,miami grand prix,5,4,Lando Norris,17,1208
97,2023,miami grand prix,5,21,Nyck de Vries,18,1208
98,2023,miami grand prix,5,81,Oscar Piastri,19,1208
99,2023,miami grand prix,5,2,Logan Sargeant,20,1208
100,2023,monaco grand prix,6,33,Max Verstappen,1,1210
101,2023,monaco grand prix,6,14,Fernando Alonso,2,1210
102,2023,monaco grand prix,6,31,Esteban Ocon,3,1210
103,2023,monaco grand prix,6,44,Lewis Hamilton,4,1210
104,2023,monaco grand prix,6,63,George Russell,5,1210
105,2023,monaco grand prix,6,16,Charles Leclerc,6,1210
106,2023,monaco grand prix,6,10,Pierre Gasly,7,1210
107,2023,monaco grand prix,6,55,Carlos Sainz,8,1210
108,2023,monaco grand prix,6,4,Lando Norris,9,1210
109,2023,monaco grand prix,6,81,Oscar Piastri,10,1210
110,2023,monaco grand prix,6,77,Valtteri Bottas,11,1210
111,2023,monaco grand prix,6,21,Nyck de Vries,12,1210
112,2023,monaco grand prix,6,24,Guanyu Zhou,13,1210
113,2023,monaco grand prix,6,23,Alexander Albon,14,1210
114,2023,monaco grand prix,6,22,Yuki Tsunoda,15,1210
115,2023,monaco grand prix,6,11,Sergio Pérez,16,1210
116,2023,monaco grand prix,6,27,Nico Hülkenberg,17,1210
117,2023,monaco grand prix,6,2,Logan Sargeant,18,1210
118,2023,monaco grand prix,6,20,Kevin Magnussen,19,1210
119,2023,monaco grand prix,6,18,Lance Stroll,20,1210
120,2023,spanish grand prix,7,33,Max Verstappen,1,1211
121,2023,spanish grand prix,7,44,Lewis Hamilton,2,1211
122,2023,spanish grand prix,7,63,George Russell,3,1211
123,2023,spanish grand prix,7,11,Sergio Pérez,4,1211
124,2023,spanish grand prix,7,55,Carlos Sainz,5,1211
125,2023,spanish grand prix,7,18,Lance Stroll,6,1211
126,2023,spanish grand prix,7,14,Fernando Alonso,7,1211
127,2023,spanish grand prix,7,31,Esteban Ocon,8,1211
128,2023,spanish grand prix,7,24,Guanyu Zhou,9,1211
129,2023,spanish grand prix,7,10,Pierre Gasly,10,1211
130,2023,spanish grand prix,7,16,Charles Leclerc,11,1211
131,2023,spanish grand prix,7,22,Yuki Tsunoda,12,1211
132,2023,spanish grand prix,7,81,Oscar Piastri,13,1211
133,2023,spanish grand prix,7,21,Nyck de Vries,14,1211
134,2023,spanish grand prix,7,27,Nico Hülkenberg,15,1211
135,2023,spanish grand prix,7,23,Alexander Albon,16,1211
136,2023,spanish grand prix,7,4,Lando Norris,17,1211
137,2023,spanish grand prix,7,20,Kevin Magnussen,18,1211
138,2023,spanish grand prix,7,77,Valtteri Bottas,19,1211
139,2023,spanish grand prix,7,2,Logan Sargeant,20,1211
140,2023,canadian grand prix,8,33,Max Verstappen,1,1212
141,2023,canadian grand prix,8,14,Fernando Alonso,2,1212
142,2023,canadian grand prix,8,44,Lewis Hamilton,3,1212
143,2023,canadian grand prix,8,16,Charles Leclerc,4,1212
144,2023,canadian grand prix,8,55,Carlos Sainz,5,1212
145,2023,canadian grand prix,8,11,Sergio Pérez,6,1212
146,2023,canadian grand prix,8,23,Alexander Albon,7,1212
147,2023,canadian grand prix,8,31,Esteban Ocon,8,1212
148,2023,canadian grand prix,8,18,Lance Stroll,9,1212
149,2023,canadian grand prix,8,77,Valtteri Bottas,10,1212
150,2023,canadian grand prix,8,81,Oscar Piastri,11,1212
151,2023,canadian grand prix,8,10,Pierre Gasly,12,1212
152,2023,canadian grand prix,8,4,Lando Norris,13,1212
153,2023,canadian grand prix,8,22,Yuki Tsunoda,14,1212
154,2023,canadian grand prix,8,27,Nico Hülkenberg,15,1212
155,2023,canadian grand prix,8,24,Guanyu Zhou,16,1212
156,2023,canadian grand prix,8,20,Kevin Magnussen,17,1212
157,2023,canadian grand prix,8,21,Nyck de Vries,18,1212
158,2023,canadian grand prix,8,63,George Russell,19,1212
159,2023,canadian grand prix,8,2,Logan Sargeant,20,1212
160,2023,austrian grand prix,9,33,Max Verstappen,1,1213
161,2023,austrian grand prix,9,16,Charles Leclerc,2,1213
162,2023,austrian grand prix,9,11,Sergio Pérez,3,1213
163,2023,austrian grand prix,9,4,Lando Norris,4,1213
164,2023,austrian grand prix,9,14,Fernando Alonso,5,1213
165,2023,austrian grand prix,9,55,Carlos Sainz,6,1213
166,2023,austrian grand prix,9,63,George Russell,7,1213
167,2023,austrian grand prix,9,44,Lewis Hamilton,8,1213
168,2023,austrian grand prix,9,18,Lance Stroll,9,1213
169,2023,austrian grand prix,9,10,Pierre Gasly,10,1213
170,2023,austrian grand prix,9,23,Alexander Albon,11,1213
171,2023,austrian grand prix,9,24,Guanyu Zhou,12,1213
172,2023,austrian grand prix,9,2,Logan Sargeant,13,1213
173,2023,austrian grand prix,9,31,Esteban Ocon,14,1213
174,2023,austrian grand prix,9,77,Valtteri Bottas,15,1213
175,2023,austrian grand prix,9,81,Oscar Piastri,16,1213
176,2023,austrian grand prix,9,21,Nyck de Vries,17,1213
177,2023,austrian grand prix,9,20,Kevin Magnussen,18,1213
178,2023,austrian grand prix,9,22,Yuki Tsunoda,19,1213
179,2023,austrian grand prix,9,27,Nico Hülkenberg,20,1213
180,2023,british grand prix,10,33,Max Verstappen,1,1214
181,2023,british grand prix,10,4,Lando Norris,2,1214
182,2023,british grand prix,10,44,Lewis Hamilton,3,1214
183,2023,british grand prix,10,81,Oscar Piastri,4,1214
184,2023,british grand prix,10,63,George Russell,5,1214
185,2023,british grand prix,10,11,Sergio Pérez,6,1214
186,2023,british grand prix,10,14,Fernando Alonso,7,1214
187,2023,british grand prix,10,23,Alexander Albon,8,1214
188,2023,british grand prix,10,16,Charles Leclerc,9,1214
189,2023,british grand prix,10,55,Carlos Sainz,10,1214
190,2023,british grand prix,10,2,Logan Sargeant,11,1214
191,2023,british grand prix,10,77,Valtteri Bottas,12,1214
192,2023,british grand prix,10,27,Nico Hülkenberg,13,1214
193,2023,british grand prix,10,18,Lance Stroll,14,1214
194,2023,british grand prix,10,24,Guanyu Zhou,15,1214
195,2023,british grand prix,10,22,Yuki Tsunoda,16,1214
196,2023,british grand prix,10,21,Nyck de Vries,17,1214
197,2023,british grand prix,10,10,Pierre Gasly,18,1214
198,2023,british grand prix,10,20,Kevin Magnussen,19,1214
199,2023,british grand prix,10,31,Esteban Ocon,20,1214
200,2023,hungarian grand prix,11,33,Max Verstappen,1,1215
201,2023,hungarian grand prix,11,4,Lando Norris,2,1215
202,2023,hungarian grand prix,11,11,Sergio Pérez,3,1215
203,2023,hungarian grand prix,11,44,Lewis Hamilton,4,1215
204,2023,hungarian grand prix,11,81,Oscar Piastri,5,1215
205,2023,hungarian grand prix,11,63,George Russell,6,1215
206,2023,hungarian grand prix,11,16,Charles Leclerc,7,1215
207,2023,hungarian grand prix,11,55,Carlos Sainz,8,1215
208,2023,hungarian grand prix,11,14,Fernando Alonso,9,1215
209,2023,hungarian grand prix,11,18,Lance Stroll,10,1215
210,2023,hungarian grand prix,11,23,Alexander Albon,11,1215
211,2023,hungarian grand prix,11,77,Valtteri Bottas,12,1215
212,2023,hungarian grand prix,11,3,Daniel Ricciardo,13,1215
213,2023,hungarian grand prix,11,27,Nico Hülkenberg,14,1215
214,2023,hungarian grand prix,11,22,Yuki Tsunoda,15,1215
215,2023,hungarian grand prix,11,24,Guanyu Zhou,16,1215
216,2023,hungarian grand prix,11,20,Kevin Magnussen,17,1215
217,2023,hungarian grand prix,11,2,Logan Sargeant,18,1215
218,2023,hungarian grand prix,11,31,Esteban Ocon,19,1215
219,2023,hungarian grand prix,11,10,Pierre Gasly,20,1215
220,2023,belgian grand prix,12,33,Max Verstappen,1,1216
221,2023,belgian grand prix,12,11,Sergio Pérez,2,1216
222,2023,belgian grand prix,12,16,Charles Leclerc,3,1216
223,2023,belgian grand prix,12,44,Lewis Hamilton,4,1216
224,2023,belgian grand prix,12,14,Fernando Alonso,5,1216
225,2023,belgian grand prix,12,63,George Russell,6,1216
226,2023,belgian grand prix,12,4,Lando Norris,7,1216
227,2023,belgian grand prix,12,31,Esteban Ocon,8,1216
228,2023,belgian grand prix,12,18,Lance Stroll,9,1216
229,2023,belgian grand prix,12,22,Yuki Tsunoda,10,1216
230,2023,belgian grand prix,12,10,Pierre Gasly,11,1216
231,2023,belgian grand prix,12,77,Valtteri Bottas,12,1216
232,2023,belgian grand prix,12,24,Guanyu Zhou,13,1216
233,2023,belgian grand prix,12,23,Alexander Albon,14,1216
234,2023,belgian grand prix,12,20,Kevin Magnussen,15,1216
235,2023,belgian grand prix,12,3,Daniel Ricciardo,16,1216
236,2023,belgian grand prix,12,2,Logan Sargeant,17,1216
237,2023,belgian grand prix,12,27,Nico Hülkenberg,18,1216
238,2023,belgian grand prix,12,55,Carlos Sainz,19,1216
239,2023,belgian grand prix,12,81,Oscar Piastri,20,1216
240,2023,dutch grand prix,13,33,Max Verstappen,1,1217
241,2023,dutch grand prix,13,14,Fernando Alonso,2,1217
242,2023,dutch grand prix,13,10,Pierre Gasly,3,1217
243,2023,dutch grand prix,13,11,Sergio Pérez,4,1217
244,2023,dutch grand prix,13,55,Carlos Sainz,5,1217
245,2023,dutch grand prix,13,44,Lewis Hamilton,6,1217
246,2023,dutch grand prix,13,4,Lando Norris,7,1217
247,2023,dutch grand prix,13,23,Alexander Albon,8,1217
248,2023,dutch grand prix,13,81,Oscar Piastri,9,1217
249,2023,dutch grand prix,13,31,Esteban Ocon,10,1217
250,2023,dutch grand prix,13,18,Lance Stroll,11,1217
251,2023,dutch grand prix,13,27,Nico Hülkenberg,12,1217
252,2023,dutch grand prix,13,30,Liam Lawson,13,1217
253,2023,dutch grand prix,13,77,Valtteri Bottas,14,1217
254,2023,dutch grand prix,13,22,Yuki Tsunoda,15,1217
255,2023,dutch grand prix,13,20,Kevin Magnussen,16,1217
256,2023,dutch grand prix,13,63,George Russell,17,1217
257,2023,dutch grand prix,13,24,Guanyu Zhou,18,1217
258,2023,dutch grand prix,13,16,Charles Leclerc,19,1217
259,2023,dutch grand prix,13,2,Logan Sargeant,20,1217
260,2023,italian grand prix,14,33,Max Verstappen,1,1218
261,2023,italian grand prix,14,11,Sergio Pérez,2,1218
262,2023,italian grand prix,14,55,Carlos Sainz,3,1218
263,2023,italian grand prix,14,16,Charles Leclerc,4,1218
264,2023,italian grand prix,14,63,George Russell,5,1218
265,2023,italian grand prix,14,44,Lewis Hamilton,6,1218
266,2023,italian grand prix,14,23,Alexander Albon,7,1218
267,2023,italian grand prix,14,4,Lando Norris,8,1218
268,2023,italian grand prix,14,14,Fernando Alonso,9,1218
269,2023,italian grand prix,14,77,Valtteri Bottas,10,1218
270,2023,italian grand prix,14,30,Liam Lawson,11,1218
271,2023,italian grand prix,14,81,Oscar Piastri,12,1218
272,2023,italian grand prix,14,2,Logan Sargeant,13,1218
273,2023,italian grand prix,14,24,Guanyu Zhou,14,1218
274,2023,italian grand prix,14,10,Pierre Gasly,15,1218
275,2023,italian grand prix,14,18,Lance Stroll,16,1218
276,2023,italian grand prix,14,27,Nico Hülkenberg,17,1218
277,2023,italian grand prix,14,20,Kevin Magnussen,18,1218
278,2023,italian grand prix,14,31,Esteban Ocon,19,1218
279,2023,italian grand prix,14,22,Yuki Tsunoda,20,1218
280,2023,singapore grand prix,15,55,Carlos Sainz,1,1219
281,2023,singapore grand prix,15,4,Lando Norris,2,1219
282,2023,singapore grand prix,15,44,Lewis Hamilton,3,1219
283,2023,singapore grand prix,15,16,Charles Leclerc,4,1219
284,2023,singapore grand prix,15,33,Max Verstappen,5,1219
285,2023,singapore grand prix,15,10,Pierre Gasly,6,1219
286,2023,singapore grand prix,15,81,Oscar Piastri,7,1219
287,2023,singapore grand prix,15,11,Sergio Pérez,8,1219
288,2023,singapore grand prix,15,30,Liam Lawson,9,1219
289,2023,singapore grand prix,15,20,Kevin Magnussen,10,1219
290,2023,singapore grand prix,15,23,Alexander Albon,11,1219
291,2023,singapore grand prix,15,24,Guanyu Zhou,12,1219
292,2023,singapore grand prix,15,27,Nico Hülkenberg,13,1219
293,2023,singapore grand prix,15,2,Logan Sargeant,14,1219
294,2023,singapore grand prix,15,14,Fernando Alonso,15,1219
295,2023,singapore grand prix,15,63,George Russell,16,1219
296,2023,singapore grand prix,15,77,Valtteri Bottas,17,1219
297,2023,singapore grand prix,15,31,Esteban Ocon,18,1219
298,2023,singapore grand prix,15,22,Yuki Tsunoda,19,1219
299,2023,singapore grand prix,15,18,Lance Stroll,20,1219
300,2023,japanese grand prix,16,33,Max Verstappen,1,1220
301,2023,japanese grand prix,16,4,Lando Norris,2,1220
302,2023,japanese grand prix,16,81,Oscar Piastri,3,1220
303,2023,japanese grand prix,16,16,Charles Leclerc,4,1220
304,2023,japanese grand prix,16,44,Lewis Hamilton,5,1220
305,2023,japanese grand prix,16,55,Carlos Sainz,6,1220
306,2023,japanese grand prix,16,63,George Russell,7,1220
307,2023,japanese grand prix,16,14,Fernando Alonso,8,1220
308,2023,japanese grand prix,16,31,Esteban Ocon,9,1220
309,2023,japanese grand prix,16,10,Pierre Gasly,10,1220
310,2023,japanese grand prix,16,30,Liam Lawson,11,1220
311,2023,japanese grand prix,16,22,Yuki Tsunoda,12,1220
312,2023,japanese grand prix,16,24,Guanyu Zhou,13,1220
313,2023,japanese grand prix,16,27,Nico Hülkenberg,14,1220
314,2023,japanese grand prix,16,20,Kevin Magnussen,15,1220
315,2023,japanese grand prix,16,23,Alexander Albon,16,1220
316,2023,japanese grand prix,16,2,Logan Sargeant,17,1220
317,2023,japanese grand prix,16,18,Lance Stroll,18,1220
318,2023,japanese grand prix,16,11,Sergio Pérez,19,1220
319,2023,japanese grand prix,16,77,Valtteri Bottas,20,1220
320,2023,qatar grand prix,17,33,Max Verstappen,1,1221
321,2023,qatar grand prix,17,81,Oscar Piastri,2,1221
322,2023,qatar grand prix,17,4,Lando Norris,3,1221
323,2023,qatar grand prix,17,63,George Russell,4,1221
324,2023,qatar grand prix,17,16,Charles Leclerc,5,1221
325,2023,qatar grand prix,17,14,Fernando Alonso,6,1221
326,2023,qatar grand prix,17,31,Esteban Ocon,7,1221
327,2023,qatar grand prix,17,77,Valtteri Bottas,8,1221
328,2023,qatar grand prix,17,24,Guanyu Zhou,9,1221
329,2023,qatar grand prix,17,11,Sergio Pérez,10,1221
330,2023,qatar grand prix,17,18,Lance Stroll,11,1221
331,2023,qatar grand prix,17,10,Pierre Gasly,12,1221
332,2023,qatar grand prix,17,23,Alexander Albon,13,1221
333,2023,qatar grand prix,17,20,Kevin Magnussen,14,1221
334,2023,qatar grand prix,17,22,Yuki Tsunoda,15,1221
335,2023,qatar grand prix,17,27,Nico Hülkenberg,16,1221
336,2023,qatar grand prix,17,30,Liam Lawson,17,1221
337,2023,qatar grand prix,17,2,Logan Sargeant,18,1221
338,2023,qatar grand prix,17,44,Lewis Hamilton,19,1221
339,2023,qatar grand prix,17,55,Carlos Sainz,20,1221
340,2023,united states grand prix,18,33,Max Verstappen,1,1222
341,2023,united states grand prix,18,4,Lando Norris,2,1222
342,2023,united states grand prix,18,55,Carlos Sainz,3,1222
343,2023,united states grand prix,18,11,Sergio Pérez,4,1222
344,2023,united states grand prix,18,63,George Russell,5,1222
345,2023,united states grand prix,18,10,Pierre Gasly,6,1222
346,2023,united states grand prix,18,18,Lance Stroll,7,1222
347,2023,united states grand prix,18,22,Yuki Tsunoda,8,1222
348,2023,united states grand prix,18,23,Alexander Albon,9,1222
349,2023,united states grand prix,18,2,Logan Sargeant,10,1222
350,2023,united states grand prix,18,27,Nico Hülkenberg,11,1222
351,2023,united states grand prix,18,77,Valtteri Bottas,12,1222
352,2023,united states grand prix,18,24,Guanyu Zhou,13,1222
353,2023,united states grand prix,18,20,Kevin Magnussen,14,1222
354,2023,united states grand prix,18,3,Daniel Ricciardo,15,1222
355,2023,united states grand prix,18,14,Fernando Alonso,16,1222
356,2023,united states grand prix,18,81,Oscar Piastri,17,1222
357,2023,united states grand prix,18,31,Esteban Ocon,18,1222
358,2023,united states grand prix,18,44,Lewis Hamilton,19,1222
359,2023,united states grand prix,18,16,Charles Leclerc,20,1222
360,2023,mexico city grand prix,19,33,Max Verstappen,1,1223
361,2023,mexico city grand prix,19,44,Lewis Hamilton,2,1223
362,2023,mexico city grand prix,19,16,Charles Leclerc,3,1223
363,2023,mexico city grand prix,19,55,Carlos Sainz,4,1223
364,2023,mexico city grand prix,19,4,Lando Norris,5,1223
365,2023,mexico city grand prix,19,63,George Russell,6,1223
366,2023,mexico city grand prix,19,3,Daniel Ricciardo,7,1223
367,2023,mexico city grand prix,19,81,Oscar Piastri,8,1223
368,2023,mexico city grand prix,19,23,Alexander Albon,9,1223
369,2023,mexico city grand prix,19,31,Esteban Ocon,10,1223
370,2023,mexico city grand prix,19,10,Pierre Gasly,11,1223
371,2023,mexico city grand prix,19,22,Yuki Tsunoda,12,1223
372,2023,mexico city grand prix,19,27,Nico Hülkenberg,13,1223
373,2023,mexico city grand prix,19,24,Guanyu Zhou,14,1223
374,2023,mexico city grand prix,19,77,Valtteri Bottas,15,1223
375,2023,mexico city grand prix,19,2,Logan Sargeant,16,1223
376,2023,mexico city grand prix,19,18,Lance Stroll,17,1223
377,2023,mexico city grand prix,19,14,Fernando Alonso,18,1223
378,2023,mexico city grand prix,19,20,Kevin Magnussen,19,1223
379,2023,mexico city grand prix,19,11,Sergio Pérez,20,1223
380,2023,são paulo grand prix,20,33,Max Verstappen,1,1224
381,2023,são paulo grand prix,20,4,Lando Norris,2,1224
382,2023,são paulo grand prix,20,14,Fernando Alonso,3,1224
383,2023,são paulo grand prix,20,11,Sergio Pérez,4,1224
384,2023,são paulo grand prix,20,18,Lance Stroll,5,1224
385,2023,são paulo grand prix,20,55,Carlos Sainz,6,1224
386,2023,são paulo grand prix,20,10,Pierre Gasly,7,1224
387,2023,são paulo grand prix,20,44,Lewis Hamilton,8,1224
388,2023,são paulo grand prix,20,22,Yuki Tsunoda,9,1224
389,2023,são paulo grand prix,20,31,Esteban Ocon,10,1224
390,2023,são paulo grand prix,20,2,Logan Sargeant,11,1224
391,2023,são paulo grand prix,20,27,Nico Hülkenberg,12,1224
392,2023,são paulo grand prix,20,3,Daniel Ricciardo,13,1224
393,2023,são paulo grand prix,20,81,Oscar Piastri,14,1224
394,2023,são paulo grand prix,20,63,George Russell,15,1224
395,2023,são paulo grand prix,20,77,Valtteri Bottas,16,1224
396,2023,são paulo grand prix,20,24,Guanyu Zhou,17,1224
397,2023,são paulo grand prix,20,20,Kevin Magnussen,18,1224
398,2023,são paulo grand prix,20,23,Alexander Albon,19,1224
399,2023,são paulo grand prix,20,16,Charles Leclerc,20,1224
400,2023,las vegas grand prix,21,33,Max Verstappen,1,1225
401,2023,las vegas grand prix,21,16,Charles Leclerc,2,1225
